Date,Temp,Q,P,E
6/7/2018,18.92229167,0.554,0,6.87
6/8/2018,19.88513889,0.554,0,6.66
6/9/2018,19.84569444,0.666,0,7.09
6/10/2018,20.55895833,0.666,0,6.39
6/11/2018,17.25194444,0.666,0.254,4.3
6/12/2018,16.90944444,0.666,2.286,4.44
6/13/2018,17.36986111,0.740666667,2.286,4.83
6/14/2018,17.97909722,0.778,0,6.21
6/15/2018,17.50972222,0.778,5.334,4.31
6/16/2018,16.15708333,0.740666667,0.254,2.06
6/17/2018,15.35756944,0.740666667,8.64,1.32
6/18/2018,14.13930556,0.778,19.3,0.66
6/19/2018,15.45513889,0.852666667,1.778,1.17
6/20/2018,15.98958333,0.852666667,0,1.21
6/21/2018,17.13444444,0.740666667,0.508,1.8
6/22/2018,17.404375,0.666,0.254,2.24
6/23/2018,18.53770833,0.591333333,0,3.03
6/24/2018,17.74347222,0.591333333,0.508,2.14
6/25/2018,18.43125,0.554,10.92,3.13
6/26/2018,19.63354167,0.554,0,5.79
6/27/2018,21.39326389,0.554,0,6.21
6/28/2018,21.43520833,0.516666667,0,6.54
6/29/2018,18.503125,0.479333333,0,6.21
6/30/2018,17.86166667,0.442,0,5.84
7/1/2018,20.08111111,0.370333333,0,6.5
7/2/2018,22.77368056,0.293,0,6.34
7/3/2018,23.58583333,0.235666667,0,7.65
7/4/2018,22.393125,0.25,0,7.71
7/5/2018,20.29069444,0.27,0,7.04
7/6/2018,20.28847222,0.27,0,6.93
7/7/2018,21.08798611,0.27,0,7.05
7/8/2018,22.34118056,0.27,0,7.13
7/9/2018,22.34576389,0.27,0,7.42
7/10/2018,22.29131944,0.27,0,6.99
7/11/2018,23.87326389,0.29,0,7.09
7/12/2018,22.87020833,0.27,0,6.35
7/13/2018,23.76583333,0.25,0,7.55
7/14/2018,21.12201389,0.25,0,6.25
7/15/2018,20.24013889,0.27,0,5.79
7/16/2018,19.77541667,0.29,0,6.8
7/17/2018,20.08604167,0.27,0,7.72
7/18/2018,22.09784722,0.27,0,7.15
7/19/2018,21.18534722,0.27,0,6.53
7/20/2018,20.21631944,0.25,0,5.53
7/21/2018,21.27465278,0.21,0,6.95
7/22/2018,21.7875,0.154333333,0,6.65
7/23/2018,21.28277778,0.154333333,0,7.42
7/24/2018,21.533125,0.154333333,0,6.19
7/25/2018,21.81416667,0.132,0,6.93
7/26/2018,20.034375,0.080333333,0,5.24
7/27/2018,21.10340278,0.042333333,0,5.83
7/28/2018,20.75125,0.036,0,5.16
7/29/2018,22.37569444,0.029666667,0,5.19
7/30/2018,23.13118056,0.029666667,0,5.43
7/31/2018,22.36701389,0.036,0,5.78
8/1/2018,21.80972222,0.074,0,5.71
8/2/2018,23.5,0.096333333,0,6.39
8/3/2018,22.18527778,0.09,0,5.92
8/4/2018,22.56805556,0.058333333,0,6.37
8/5/2018,20.69090278,0.036,1.524,4.58
8/6/2018,22.07229167,0.042333333,0,6.48
8/7/2018,22.37888889,0.036,0,6.84
8/8/2018,21.26694444,0.036,0,6.34
8/9/2018,19.35430556,0.029666667,0,5.67
8/10/2018,20.05048611,0.023333333,0,6.14
8/11/2018,19.01118056,0.023333333,0,5.4
8/12/2018,19.34625,0.029666667,0,6.53
8/13/2018,19.71409722,0.036,0,6.64
8/14/2018,19.77847222,0.036,0,6.95
8/15/2018,21.34993056,0.036,0,6.93
8/16/2018,22.66888889,0.036,0,7.21
8/17/2018,23.75770833,0.036,0,6.78
8/18/2018,22.80715278,0.036,0,6.55
8/19/2018,21.31548611,0.036,0,6.15
8/20/2018,19.96972222,0.036,0,6.65
8/21/2018,21.49451389,0.036,0,6.43
8/22/2018,22.15763889,0.036,0,6.12
8/23/2018,21.36763889,0.036,0,6.72
8/24/2018,23.62270833,0.036,0,6.69
8/25/2018,23.59861111,0.036,0,6.43
8/26/2018,22.16972222,0.036,0,5.75
8/27/2018,22.40597222,0.036,0,6.05
8/28/2018,21.796875,0.036,0,6.31
8/29/2018,20.765,0.036,0,5.29
8/30/2018,21.41930556,0.027333333,0,5.9
8/31/2018,23.05131944,0.018666667,0,6.38
9/1/2018,23.038125,0.012333333,0,6.63
9/2/2018,22.41361111,0.014666667,0,6.54
9/3/2018,21.38097222,0.017,0,6.27
9/4/2018,21.62006944,0.017,0,5.9
9/5/2018,22.23243056,0.017,0,5.76
9/6/2018,19.15520833,0.017,0,4.35
9/7/2018,17.145,0.017,0,4.18
9/8/2018,16.74402778,0.017,0,5.04
9/9/2018,17.00930556,0.017,0,5.02
9/10/2018,16.23791667,0.017,1.27,3.59
9/11/2018,16.44222222,0.017,0,1.87
9/12/2018,17.72381944,0.017,0,2.52
9/13/2018,21.89534722,0.017,0,6.65
9/14/2018,16.77569444,0.017,0,1.92
9/15/2018,15.58861111,0.017,0,1.98
9/16/2018,16.496875,0.017,0,2.23
9/17/2018,17.13375,0.017,0,2.63
9/18/2018,17.18423611,0.017,0,2.24
9/19/2018,17.76097222,0.017,0,2.17
9/20/2018,18.65159722,0.017,0,2.73
9/21/2018,18.28833333,0.017,0,3.06
9/22/2018,18.46638889,0.017,0,3.41
9/23/2018,18.95805556,0.017,0,3.31
9/24/2018,19.69784722,0.017,0,2.82
9/25/2018,20.25673611,0.017,0,3.5
9/26/2018,14.18680556,0.017,0,2.17
9/27/2018,13.72159722,0.023333333,0,3.68
9/28/2018,15.80215278,0.029666667,0,3.79
9/29/2018,17.57784722,0.029666667,0,4.02
9/30/2018,15.15069444,0.029666667,6.35,1.82
