Date,P,Temp,E,Q
2/19/1984,1.09,0.5361,0.242,46.665
2/20/1984,9.88,0.15835,0.269,46.665
2/21/1984,1.31,-3.43055,0.295,46.951875
2/22/1984,22.43,-1.7028,0.323,44.09020833
2/23/1984,5.81,-1.6333,0.35,42.659375
2/24/1984,20.75,-2.65,0.379,39.79416667
2/25/1984,4.1,-2.79445,0.407,36.071875
2/26/1984,14.58,-4.35555,0.437,33.21020833
2/27/1984,58.05,-0.3861,0.466,46.951875
2/28/1984,21.63,3.44725,0.497,107.0752083
2/29/1984,20.88,0.53055,0.527,129.9791667
3/1/1984,9.1,-3.71665,0.558,106.5014583
3/2/1984,35.21,-1.62225,0.59,88.750625
3/3/1984,6.18,-2.88335,0.622,81.59291667
3/4/1984,5.27,-2.7361,0.655,70.71291667
3/5/1984,19.35,0.69725,0.687,65.27645833
3/6/1984,18.22,1.14165,0.721,82.16666667
3/7/1984,0.11,-2.30555,0.754,89.324375
3/8/1984,0.11,0.36945,0.789,81.30604167
3/9/1984,0,3.68055,0.823,75.86958333
3/10/1984,1.81,4.69165,0.858,87.31979167
3/11/1984,16.3,3.1,0.893,121.6739583
3/12/1984,3.55,2.08055,0.929,148.5870833
3/13/1984,8.68,2.45835,0.965,165.1904167
3/14/1984,8.4,3.175,1.001,190.6727083
3/15/1984,0.58,4.92775,1.037,188.094375
3/16/1984,0,7.0278,1.074,198.400625
3/17/1984,0,6.14445,1.111,230.18
3/18/1984,32.43,2.33055,1.149,246.786875
3/19/1984,2.58,2.1361,1.187,235.62
3/20/1984,0,3.2889,1.225,210.9983333
3/21/1984,0.06,2.64445,1.263,190.6727083
3/22/1984,6.68,4.675,1.301,178.9320833
3/23/1984,7.81,2.99445,1.34,207.2760417
3/24/1984,4.43,-0.05555,1.379,195.5389583
3/25/1984,5.98,-0.89445,1.418,173.7789583
3/26/1984,2.34,-5.0917,1.457,148.0133333
3/27/1984,0.39,-2.66115,1.497,128.8316667
3/28/1984,1.1,-1.24165,1.536,114.2329167
3/29/1984,4.14,-0.4278,1.576,104.21
3/30/1984,1.57,2.63055,1.616,95.05125
3/31/1984,0.11,3.1,1.656,92.75979167
4/1/1984,8.72,3.5111,1.697,97.62604167
4/2/1984,0.3,1.2361,1.737,119.95625
4/3/1984,0,-0.9861,1.778,120.53
4/4/1984,0.56,1.38335,1.818,119.95625
4/5/1984,2.14,4.01665,1.859,119.95625
4/6/1984,22.1,3.925,1.899,150.3047917
4/7/1984,12.56,1.37775,1.94,175.7835417
4/8/1984,8.56,0.14725,1.981,163.189375
4/9/1984,2.19,0.225,2.022,148.5870833
4/10/1984,1.66,1.1333,2.063,137.4202083
4/11/1984,6.37,1.7111,2.104,131.9802083
4/12/1984,16.9,1.95275,2.144,132.5539583
4/13/1984,1.62,-0.8056,2.185,123.3916667
4/14/1984,0.49,0.33055,2.226,113.6591667
4/15/1984,7.16,2.225,2.267,109.0797917
4/16/1984,18.82,0.73615,2.307,113.6591667
4/17/1984,1.17,-2.525,2.348,106.5014583
4/18/1984,0.07,-1.79165,2.389,99.34375
4/19/1984,0.43,-0.76945,2.429,94.4775
4/20/1984,0,2.21385,2.469,93.33354167
4/21/1984,5.97,2.2778,2.51,94.4775
4/22/1984,1.86,-0.0417,2.55,92.47291667
4/23/1984,0.06,2.90555,2.59,92.47291667
4/24/1984,3.71,6.30275,2.63,108.5060417
4/25/1984,5.65,2.49725,2.669,119.95625
4/26/1984,0.13,3.1333,2.709,116.5208333
4/27/1984,0.05,5.7861,2.748,126.54375
4/28/1984,0.57,6.30555,2.787,160.0372917
4/29/1984,4.41,1.9778,2.826,187.2372917
4/30/1984,0.31,-0.05555,2.865,169.7733333
5/1/1984,0,1.11945,2.903,154.3139583
5/2/1984,0,3.9,2.942,156.0316667
5/3/1984,0,5.7889,2.98,163.7595833
5/4/1984,0.01,6.20835,3.017,202.9835417
5/5/1984,0,6.5583,3.055,240.773125
5/6/1984,1.68,6.575,3.092,286.0072917
5/7/1984,5.49,5.82775,3.129,309.198125
5/8/1984,23,3.66945,3.165,343.5522917
5/9/1984,2.72,4.13055,3.201,329.236875
5/10/1984,1.64,4.44445,3.237,300.6095833
5/11/1984,1.28,5.49725,3.273,281.998125
5/12/1984,0,8.14445,3.308,294.8827083
5/13/1984,0,9.55555,3.343,357.8677083
5/14/1984,1.58,11.75555,3.377,449.48
5/15/1984,1.49,11.5778,3.411,586.90375
5/16/1984,0.07,12.0889,3.445,675.654375
5/17/1984,4.3,11.24165,3.478,689.9697917
5/18/1984,0,7.2778,3.511,612.669375
5/19/1984,0,7.3389,3.544,584.0385417
5/20/1984,9.42,9.8583,3.576,586.90375
5/21/1984,5.97,8.30555,3.607,632.7116667
5/22/1984,3.58,7.7389,3.638,615.5310417
5/23/1984,1.36,7.5778,3.669,558.2729167
5/24/1984,7.21,6.29165,3.699,518.191875
5/25/1984,0.77,4.44725,3.729,452.3452083
5/26/1984,0,6.6389,3.758,400.8104167
5/27/1984,0,10.2722,3.787,426.5795833
5/28/1984,0,12.75835,3.815,521.0535417
5/29/1984,0,14.68055,3.843,641.3002083
5/30/1984,0.13,16.36945,3.87,747.2279167
5/31/1984,2.78,16.60275,3.897,830.2516667
6/1/1984,0.78,14.92225,3.923,873.1979167
6/2/1984,0.12,13.28335,3.949,847.4322917
6/3/1984,2.25,11.82775,3.974,764.405
6/4/1984,0,12.60835,3.998,701.42
6/5/1984,0.48,14.01665,4.022,692.8314583
6/6/1984,0,15.64445,4.045,710.0085417
6/7/1984,0.9,17.0389,4.068,738.639375
6/8/1984,2.55,16.25275,4.09,747.2279167
6/9/1984,2.52,15.60555,4.112,710.0085417
6/10/1984,7.55,15.16665,4.133,695.693125
6/11/1984,6.32,10.3778,4.154,684.2429167
6/12/1984,1.24,6.24725,4.173,538.2341667
6/13/1984,0.1,8.7139,4.192,432.3029167
6/14/1984,0.13,12.44165,4.211,389.3602083
6/15/1984,0.51,14.89165,4.229,423.714375
6/16/1984,1.99,16.39165,4.246,478.1108333
6/17/1984,0.09,11.76945,4.263,503.8764583
6/18/1984,9.35,10.35,4.279,460.93375
6/19/1984,0.25,9.85,4.294,389.3602083
6/20/1984,6.49,10.4889,4.309,337.8254167
6/21/1984,1.38,10.6778,4.323,337.8254167
6/22/1984,2.16,11.1889,4.337,320.6483333
6/23/1984,6.83,11.71945,4.349,332.1020833
6/24/1984,3.16,8.5667,4.361,306.3329167
6/25/1984,1.71,9.17225,4.373,279.4233333
6/26/1984,0.78,8.875,4.383,262.533125
6/27/1984,0.02,10.4139,4.394,239.3422917
6/28/1984,0,14.1111,4.403,228.1754167
6/29/1984,0,15.20835,4.412,254.8016667
6/30/1984,0,14.19725,4.42,263.3902083
7/1/1984,0.08,12.19725,4.427,255.6622917
7/2/1984,0,11.29165,4.433,231.040625
7/3/1984,0,12.3083,4.439,206.7058333
7/4/1984,0,14.21945,4.445,193.534375
7/5/1984,0.24,16.86945,4.449,191.5297917
7/6/1984,3.92,18.93055,4.453,197.5435417
7/7/1984,1.48,17.5,4.456,197.5435417
7/8/1984,0.14,16.69165,4.459,181.2235417
7/9/1984,0.84,14.4222,4.46,168.6258333
7/10/1984,0,10.5722,4.461,147.15625
7/11/1984,1.25,12.68335,4.462,130.83625
7/12/1984,0,16.8222,4.461,121.6739583
7/13/1984,0.86,17.36945,4.46,118.8122917
7/14/1984,0.21,15.6167,4.458,114.803125
7/15/1984,0,14.0139,4.456,106.5014583
7/16/1984,0,14.2194,4.453,98.19979167
7/17/1984,0,14.10555,4.449,90.75520833
7/18/1984,3.76,14.21665,4.444,84.74145833
7/19/1984,6.33,8.60555,4.439,85.02833333
7/20/1984,3.78,9.36945,4.433,86.17583333
7/21/1984,7.96,10.4528,4.426,83.02375
7/22/1984,0.3,12.2361,4.419,77.30041667
7/23/1984,0.03,14.2889,4.411,68.711875
7/24/1984,0.33,16.1861,4.402,64.41583333
7/25/1984,0.04,15.4972,4.393,61.84104167
7/26/1984,0.53,16.4278,4.383,58.405625
7/27/1984,0.01,17.4972,4.372,54.97020833
7/28/1984,0.13,16.8972,4.361,52.391875
7/29/1984,0,18.35275,4.349,49.24333333
7/30/1984,0.01,19.11945,4.336,46.665
7/31/1984,1.57,17.9917,4.322,44.66041667
8/1/1984,0.45,16.525,4.308,43.80333333
8/2/1984,7.18,14.8972,4.294,40.94166667
8/3/1984,0.08,13.425,4.278,41.225
8/4/1984,0,15.3222,4.262,38.07645833
8/5/1984,0,16.7,4.245,35.50166667
8/6/1984,0,17.63885,4.228,33.49708333
8/7/1984,0,19.03055,4.21,31.779375
8/8/1984,0,20.03055,4.191,30.631875
8/9/1984,0.02,20.5389,4.172,29.20104167
8/10/1984,0.01,19.20835,4.152,27.826875
8/11/1984,0,19.1333,4.132,26.73958333
8/12/1984,0.04,18.2833,4.111,25.65229167
8/13/1984,0.02,16.9083,4.089,24.59333333
8/14/1984,0.01,17.2278,4.067,24.33479167
8/15/1984,15.19,17.0111,4.044,24.33479167
8/16/1984,0.78,15.525,4.021,32.63645833
8/17/1984,0,14.53055,3.997,29.48791667
8/18/1984,0,15.6389,3.972,25.91083333
8/19/1984,1.32,15.8833,3.947,24.07625
8/20/1984,1.63,16.52225,3.922,23.82125
8/21/1984,0.22,16.75835,3.895,23.56270833
8/22/1984,2.03,13.39725,3.869,22.07166667
8/23/1984,1.11,11.225,3.841,22.07166667
8/24/1984,0,13.35,3.814,21.32791667
8/25/1984,0.01,15.37225,3.785,20.35395833
8/26/1984,0,16.72775,3.757,19.44020833
8/27/1984,0,17.8972,3.727,18.52291667
8/28/1984,0,18.8861,3.698,17.86416667
8/29/1984,0.41,18.475,3.667,17.20541667
8/30/1984,0.13,16.04725,3.637,16.575
8/31/1984,0,11.20275,3.606,16.575
9/1/1984,0,12.34725,3.574,16.14645833
9/2/1984,0,12.7389,3.542,15.51604167
9/3/1984,0,13.03055,3.509,15.11583333
9/4/1984,0,13.62225,3.476,14.715625
9/5/1984,2.19,11.14165,3.443,14.51375
9/6/1984,2.39,8.51945,3.409,15.31770833
9/7/1984,0,8.5972,3.375,16.14645833
9/8/1984,0,12.1,3.341,15.11583333
9/9/1984,0.19,11.36665,3.306,14.11354167
9/10/1984,0.09,7.36665,3.271,13.91520833
9/11/1984,7.52,9.0222,3.235,13.91520833
9/12/1984,14.88,8.55555,3.199,16.575
9/13/1984,0,8.9639,3.163,18.06604167
9/14/1984,0,10.1028,3.127,16.34833333
9/15/1984,0,10.94445,3.09,14.715625
9/16/1984,0,12.6361,3.053,13.91520833
9/17/1984,0.03,12.9167,3.015,13.34145833
9/18/1984,0.1,11.59725,2.977,12.59770833
9/19/1984,7.49,9.16945,2.939,13.54333333
9/20/1984,7.6,6.0028,2.901,17.00708333
9/21/1984,6.49,8.94445,2.863,17.86416667
9/22/1984,0.44,7.11945,2.824,19.89708333
9/23/1984,5.59,4.2278,2.785,18.97979167
9/24/1984,7.3,2.64445,2.746,20.84270833
9/25/1984,1.42,2.74725,2.707,19.89708333
9/26/1984,0.04,3.2722,2.667,17.86416667
9/27/1984,0.87,3.5222,2.627,17.00708333
9/28/1984,0,1.91665,2.588,16.575
9/29/1984,0,4.0389,2.548,15.71791667
9/30/1984,0,7.61665,2.507,15.11583333
10/1/1984,0,8.05,2.467,14.94583333
10/2/1984,0,8.25835,2.427,14.94583333
10/3/1984,0,8.9139,2.386,14.77229167
10/4/1984,0,7.4528,2.346,14.42875
10/5/1984,0,5.9778,2.305,14.02854167
10/6/1984,0,5.19165,2.264,13.65666667
10/7/1984,0,6.1611,2.224,13.42645833
10/8/1984,0,7.51385,2.183,13.28479167
10/9/1984,5.13,7.0083,2.142,13.313125
10/10/1984,13.61,6.70275,2.101,17.20541667
10/11/1984,0.82,6.7278,2.06,19.46854167
10/12/1984,0,6.4361,2.02,17.86416667
10/13/1984,4.11,5.97225,1.979,16.37666667
10/14/1984,0.18,5.93615,1.938,15.31770833
10/15/1984,0.07,5.325,1.897,15.11583333
10/16/1984,0,4.72225,1.856,14.715625
10/17/1984,0,4.89445,1.816,14.51375
10/18/1984,0.14,3.9639,1.775,14.11354167
10/19/1984,0,2.69725,1.735,13.74166667
10/20/1984,0.05,2.4389,1.694,13.54333333
10/21/1984,0.09,4.0861,1.654,13.54333333
10/22/1984,0.06,6.58335,1.614,13.34145833
10/23/1984,5.66,4.3111,1.574,7.50125
10/24/1984,0.1,1.95555,1.534,7.816458333
10/25/1984,1.99,3.46665,1.495,13.54333333
10/26/1984,4.67,2.39165,1.455,14.31541667
10/27/1984,5.49,0.35835,1.416,15.74625
10/28/1984,3.14,-0.8111,1.377,15.31770833
10/29/1984,0.99,-3.57775,1.338,14.715625
10/30/1984,0,-4.6889,1.299,13.34145833
10/31/1984,0.02,-4.1222,1.261,12.76770833
11/1/1984,3.97,-3.425,1.222,12.76770833
11/2/1984,3.17,0.9472,1.184,17.20541667
11/3/1984,0.77,2.58055,1.147,18.78145833
11/4/1984,11.85,2.5028,1.109,18.094375
11/5/1984,2.38,1.66945,1.072,24.07625
11/6/1984,0.09,-1.1889,1.035,22.07166667
11/7/1984,1.21,-0.25,0.999,18.094375
11/8/1984,5.63,-0.5028,0.963,17.435625
11/9/1984,0.68,-2.0778,0.927,17.435625
11/10/1984,0.97,-1.075,0.891,15.948125
11/11/1984,0.33,-1.58055,0.856,15.51604167
11/12/1984,0,-1.60555,0.821,14.9175
11/13/1984,0,-3.19725,0.787,14.31541667
11/14/1984,0,-1.33055,0.753,13.54333333
11/15/1984,0.86,-0.25555,0.719,14.715625
11/16/1984,0,0.7,0.686,14.51375
11/17/1984,0,-1.2861,0.653,13.94354167
11/18/1984,2.05,-0.93055,0.62,13.54333333
11/19/1984,0.37,-2.27775,0.588,13.94354167
11/20/1984,0,-4.2222,0.557,13.13958333
11/21/1984,0,-5.375,0.526,12.39583333
11/22/1984,0,-6.3583,0.495,9.906041667
11/23/1984,2.94,-7.6528,0.465,7.50125
11/24/1984,0.67,-4.3611,0.435,7.816458333
11/25/1984,27.87,-3.81945,0.406,15.31770833
11/26/1984,13.02,-1.86665,0.377,21.10125
11/27/1984,0.87,-5.69725,0.349,19.01166667
11/28/1984,0.71,-7.8528,0.321,14.31541667
11/29/1984,0.23,-6.01945,0.294,13.74166667
11/30/1984,0,-2.8056,0.267,13.74166667
12/1/1984,0,0.8722,0.241,14.11354167
12/2/1984,17.87,-2.9722,0.215,15.31770833
12/3/1984,0,-11.80835,0.19,13.94354167
12/4/1984,0.02,-14.05,0.166,5.468333333
12/5/1984,0.38,-13.51945,0.142,4.86625
12/6/1984,2.61,-14.56945,0.118,4.579375
12/7/1984,0.34,-16.25835,0.096,5.153125
12/8/1984,0.73,-12.8278,0.073,6.297083333
12/9/1984,0,-12.2361,0.052,7.731458333
12/10/1984,0.36,-12.875,0.031,8.588541667
12/11/1984,0.69,-12.6611,0.01,10.88
12/12/1984,2.16,-13.73055,0,16.32
12/13/1984,1.94,-13.125,0,20.325625
12/14/1984,0.74,-11.07225,0,22.90395833
12/15/1984,0,-11.76385,0,24.04791667
12/16/1984,3.03,-9.20835,0,26.339375
12/17/1984,19.31,-3.3694,0,30.06166667
12/18/1984,11.12,0.075,0,42.94270833
12/19/1984,18.87,0.9722,0,48.66958333
12/20/1984,14.49,1.31665,0,60.12333333
12/21/1984,46.01,1.85835,0,83.02375
12/22/1984,30.28,1.5722,0,103.6397917
12/23/1984,6.89,1.43055,0,72.43416667
12/24/1984,14.28,0.31385,0,72.14729167
12/25/1984,0.5,0.2111,0,52.67875
12/26/1984,0.2,2.03055,0,41.225
12/27/1984,8.92,2.0278,0,36.9325
12/28/1984,3.72,-0.23335,0,36.9325
12/29/1984,0.5,-4.025,0,31.4925
12/30/1984,2.22,-6.3639,0,27.54
12/31/1984,5.16,-4.82225,0,26.45270833
1/1/1985,0.99,-4.17225,0,24.851875
1/2/1985,9.5,-2.26945,0,24.33479167
1/3/1985,0.55,-9.51665,0,20.6125
1/4/1985,1.65,-11.8667,0,15.74625
1/5/1985,3.03,-10.65,0,12.31083333
1/6/1985,1.08,-11.02225,0,10.019375
1/7/1985,0.22,-13.00555,0,8.875416667
1/8/1985,0,-12.0083,0,8.588541667
1/9/1985,0,-12.0333,0,8.730208333
1/10/1985,0,-11.21665,0,9.162291667
1/11/1985,6.51,-10.0222,0,14.60229167
1/12/1985,17.81,-3.1917,0,22.04333333
1/13/1985,23.44,1.0417,0,40.08104167
1/14/1985,6,2.8361,0,43.51645833
1/15/1985,1.88,1.5611,0,44.94729167
1/16/1985,15.17,2.3111,0,56.40104167
1/17/1985,2.25,0.5972,0,64.98958333
1/18/1985,1.67,-0.65275,0,54.68333333
1/19/1985,6.57,-1.56945,0,47.23875
1/20/1985,1.35,-3.11945,0,40.08104167
1/21/1985,1.84,-2.39445,0,36.35875
1/22/1985,0,-5.85835,0,31.205625
1/23/1985,0,-3.5889,0,30.06166667
1/24/1985,0.22,-2.49445,0,28.63083333
1/25/1985,6.42,-1.44445,0,28.63083333
1/26/1985,0.23,-3.4056,0,26.71125
1/27/1985,0.52,-6.89725,0,23.3325
1/28/1985,0,-5.9611,0,23.07395833
1/29/1985,0.41,-6.14165,0,23.07395833
1/30/1985,2.37,-3.08335,0,23.59104167
1/31/1985,3.59,-1.8056,0,23.07395833
2/1/1985,0,-4.25275,0,21.58645833
2/2/1985,0,-4.8972,0,20.38583333
2/3/1985,0,-4.53055,0,20.38583333
2/4/1985,5.65,-2.5278,0,20.38583333
2/5/1985,12.63,-4.3639,0,20.6125
2/6/1985,1.6,-6.2528,0,19.69875
2/7/1985,0,-9.2389,0,16.776875
2/8/1985,0,-9.4611,0,16.14645833
2/9/1985,0,-9.45275,0.012,17.20541667
2/10/1985,11.25,-6.2333,0.032,19.92541667
2/11/1985,3.89,-2.925,0.053,19.92541667
2/12/1985,0.09,-1.81945,0.075,18.78145833
2/13/1985,0,-4.79445,0.097,17.435625
2/14/1985,0,-4.4056,0.12,17.435625
2/15/1985,0.37,-3.61945,0.143,17.20541667
2/16/1985,0.19,-0.0528,0.167,17.20541667
2/17/1985,8.55,-2.8139,0.192,17.435625
2/18/1985,0.26,-2.0389,0.217,17.63395833
2/19/1985,0,-4.1861,0.242,16.575
2/20/1985,0,-2.55555,0.269,16.575
2/21/1985,0,-2.8222,0.295,16.37666667
2/22/1985,0,-1.84445,0.323,16.776875
2/23/1985,0,0.1111,0.35,17.20541667
2/24/1985,0,-1.5,0.379,17.435625
2/25/1985,2.6,0.3,0.407,19.01166667
2/26/1985,0.43,2.1556,0.437,20.38583333
2/27/1985,1.16,3.04725,0.466,21.845
2/28/1985,1,2.3639,0.497,24.33479167
3/1/1985,17.93,1.69445,0.527,28.34395833
3/2/1985,0.52,-0.0722,0.558,30.91875
3/3/1985,0,-2.05,0.59,28.34395833
3/4/1985,0,-1.41945,0.622,26.45270833
3/5/1985,2.27,-0.33055,0.655,26.45270833
3/6/1985,0.39,-1.2556,0.687,25.13520833
3/7/1985,1.45,-0.73885,0.721,24.33479167
3/8/1985,0.73,0.2889,0.754,23.82125
3/9/1985,2.45,-0.7,0.789,24.07625
3/10/1985,8.79,0.4222,0.823,24.851875
3/11/1985,0.6,-0.825,0.858,25.65229167
3/12/1985,0.43,-1.96945,0.893,24.07625
3/13/1985,4.88,-1.0778,0.929,24.07625
3/14/1985,0,-0.85,0.965,23.3325
3/15/1985,0.66,0.79445,1.001,22.58875
3/16/1985,0.33,2.3861,1.037,22.58875
3/17/1985,6.41,1.85275,1.074,24.33479167
3/18/1985,0,-2.1389,1.111,23.59104167
3/19/1985,0,1.0611,1.149,23.07395833
3/20/1985,3.13,2.2417,1.187,22.58875
3/21/1985,8.06,2.2111,1.225,26.71125
3/22/1985,16.51,1.53615,1.263,29.20104167
3/23/1985,1.44,2.88055,1.301,29.77479167
3/24/1985,0.49,2.1611,1.34,30.06166667
3/25/1985,0.65,3.71665,1.379,31.205625
3/26/1985,0.34,2.75555,1.418,36.071875
3/27/1985,0.09,-0.1472,1.457,34.92791667
3/28/1985,0.51,-0.6389,1.497,32.63645833
3/29/1985,0,-0.89165,1.536,30.631875
3/30/1985,0.49,-0.35555,1.576,29.20104167
3/31/1985,6.03,0.0028,1.616,29.20104167
4/1/1985,0.62,-1.2583,1.656,27.79854167
4/2/1985,7.64,1.0972,1.697,26.71125
4/3/1985,0.41,1.7833,1.737,26.45270833
4/4/1985,0,4.09165,1.778,27.54
4/5/1985,0.69,5.2528,1.818,30.34854167
4/6/1985,2.93,1.3861,1.859,34.35416667
4/7/1985,0.02,-2.94165,1.899,33.21020833
4/8/1985,0,-0.03335,1.94,31.779375
4/9/1985,0,4.0694,1.981,33.78395833
4/10/1985,0,6.3583,2.022,38.36333333
4/11/1985,0,5.7083,2.063,46.09479167
4/12/1985,2.17,6.77225,2.104,60.12333333
4/13/1985,3.43,6.09165,2.144,74.43520833
4/14/1985,1.11,1.58055,2.185,79.58833333
4/15/1985,0.43,0.81945,2.226,70.99979167
4/16/1985,7.53,1.875,2.267,70.99979167
4/17/1985,2.12,2.1472,2.307,75.86958333
4/18/1985,2.18,-0.1528,2.348,66.99416667
4/19/1985,0.35,-1.16665,2.389,60.40666667
4/20/1985,4.28,0.725,2.429,56.68791667
4/21/1985,1.25,3.9528,2.469,53.82270833
4/22/1985,0.55,5.50555,2.51,54.97020833
4/23/1985,0.02,4.4472,2.55,57.545
4/24/1985,0,4.10835,2.59,56.40104167
4/25/1985,0.18,5.58055,2.63,58.97583333
4/26/1985,0,6.39165,2.669,64.98958333
4/27/1985,2.35,7.2194,2.709,82.74041667
4/28/1985,0,3.5861,2.748,97.05229167
4/29/1985,1.18,1.7083,2.787,89.61125
4/30/1985,0.39,2.07775,2.826,87.03291667
5/1/1985,0,2.12775,2.865,84.17125
5/2/1985,0.22,4.59445,2.903,88.750625
5/3/1985,3.53,5.8972,2.942,101.9220833
5/4/1985,7.41,5.96945,2.98,113.0854167
5/5/1985,0,6.97225,3.017,121.6739583
5/6/1985,0,6.6028,3.055,134.8454167
5/7/1985,0.53,6.9389,3.092,142.8602083
5/8/1985,13.62,5.67225,3.129,155.4579167
5/9/1985,1.41,3.9333,3.165,139.7116667
5/10/1985,5.1,2.7639,3.201,126.54375
5/11/1985,0,3.6611,3.237,113.0854167
5/12/1985,0,7.89165,3.273,109.65
5/13/1985,0,10.86945,3.308,124.5391667
5/14/1985,0,12.67225,3.343,166.3379167
5/15/1985,0,14.08335,3.377,223.0222917
5/16/1985,0,14.47775,3.411,297.744375
5/17/1985,0,13.9111,3.445,334.96375
5/18/1985,0,12.5528,3.478,349.2791667
5/19/1985,0.59,11.6972,3.511,346.4175
5/20/1985,0.06,9.46665,3.544,329.236875
5/21/1985,0,4.84445,3.576,256.80625
5/22/1985,0,8.5889,3.607,231.040625
5/23/1985,0,12.0389,3.638,233.3285417
5/24/1985,14.08,12.55,3.669,245.3525
5/25/1985,9.13,5.9639,3.699,289.1558333
5/26/1985,0.33,2.6083,3.729,225.31375
5/27/1985,0.12,4.82775,3.758,184.9458333
5/28/1985,0.27,8.1333,3.787,170.9172917
5/29/1985,0,8.675,3.815,165.7641667
5/30/1985,0,12.2,3.843,171.4910417
5/31/1985,2.62,11.28055,3.87,196.1127083
6/1/1985,0.33,7.71385,3.897,188.38125
6/2/1985,0.83,6.6861,3.923,177.50125
6/3/1985,0.17,4.8222,3.949,154.0270833
6/4/1985,0.2,8.1722,3.974,135.415625
6/5/1985,0,11.98335,3.998,131.696875
6/6/1985,0.17,13.49445,4.022,144.5779167
6/7/1985,1.49,14.2861,4.045,163.7595833
6/8/1985,0.68,15.19165,4.068,168.3425
6/9/1985,2.56,12.1889,4.09,174.9264583
6/10/1985,0.02,7.40835,4.112,163.189375
6/11/1985,0,8.1056,4.133,134.8454167
6/12/1985,0.09,12.9861,4.154,122.8214583
6/13/1985,2.01,13.95,4.173,121.6739583
6/14/1985,46.21,9.65835,4.192,184.3720833
6/15/1985,1.72,6.33055,4.211,219.3
6/16/1985,11.29,6.85,4.229,156.601875
6/17/1985,6.81,5.15275,4.246,152.8795833
6/18/1985,2.54,4.7417,4.263,142.2864583
6/19/1985,0,8.1639,4.279,129.4054167
6/20/1985,0,11.80275,4.294,123.3916667
6/21/1985,0.17,15.44445,4.309,115.950625
6/22/1985,0,18.35,4.323,114.803125
6/23/1985,1.45,16.64445,4.337,114.2329167
6/24/1985,0,14.74445,4.349,107.3585417
6/25/1985,0.16,12.82225,4.361,99.630625
6/26/1985,0.92,16.01385,4.373,94.4775
6/27/1985,0.51,17.0333,4.383,89.0375
6/28/1985,3.35,16.2139,4.394,84.458125
6/29/1985,0.26,15.83055,4.403,81.02270833
6/30/1985,0.03,12.35835,4.412,73.29125
7/1/1985,0,9.76665,4.42,66.99416667
7/2/1985,0,11.9861,4.427,61.26729167
7/3/1985,0,15.6083,4.433,56.68791667
7/4/1985,0,16.4222,4.439,52.965625
7/5/1985,0,16.0028,4.445,50.10041667
7/6/1985,0,12.87225,4.449,47.525625
7/7/1985,0,11.99445,4.453,45.52104167
7/8/1985,0,14.725,4.456,42.3725
7/9/1985,0,17.0167,4.459,39.79416667
7/10/1985,0,19.5222,4.46,37.50625
7/11/1985,0,18.1556,4.461,34.92791667
7/12/1985,0,13.2889,4.462,33.49708333
7/13/1985,0,14.76945,4.461,31.779375
